560,200,o
560,200,b
537,101,g
589,202,r
514,104,r
589,202,r
511,100,r
557,201,o
557,201,b
530,101,g
578,196,r
508,102,r
561,192,r
505,100,r
554,201,o
585,134,o
554,192,b
525,104,g
579,200,r
503,102,r
579,200,r
499,101,r
552,200,o
580,130,o
552,188,b
523,103,g
576,200,r
499,102,r
576,200,r
496,102,r
550,200,o
576,134,o
551,188,b
522,103,g
557,188,r
497,110,r
553,184,r
493,102,r
547,200,o
573,136,o
547,184,b
515,103,g
570,210,r
549,180,r
491,103,r
570,210,r
545,176,r
488,103,r
545,200,o
569,138,o
545,176,b
512,104,g
572,209,r
541,172,r
492,107,r
558,205,r
537,167,r
486,104,r
546,200,o
537,168,b
499,105,g
571,203,r
490,114,r
546,200,o
566,139,o
546,200,b
506,105,g
570,210,r
490,114,r
545,200,o
566,139,o
545,200,b
506,106,g
533,163,r
529,159,r
549,200,o
568,139,o
529,159,b
508,108,g
525,155,r
486,106,r
520,151,r
483,106,r
552,200,o
572,138,o
520,151,b
512,107,g
516,147,r
499,113,r
480,106,r
555,201,o
577,138,o
507,140,b
517,107,g
237,204,r
584,200,r
505,113,r
584,200,r
482,105,r
559,200,o
583,138,o
559,200,b
512,140,b
481,174,l
522,106,g
320,116,r
591,200,r
512,112,r
487,96,r
591,200,r
487,93,r
590,202,o
590,137,o
590,200,b
513,143,b
487,94,b
486,174,l
528,104,g
312,117,r
597,198,r
512,143,r
520,113,r
492,96,r
597,198,r
509,139,r
492,93,r
596,199,o
596,198,b
509,140,b
535,103,g
302,117,r
603,199,r
506,136,r
526,112,r
503,133,r
499,96,r
602,200,o
602,199,b
503,134,b
543,103,g
293,117,r
504,130,r
532,114,r
504,127,r
504,96,r
609,207,o
609,207,b
504,128,b
503,177,l
549,104,g
283,117,r
510,136,r
540,113,r
510,133,r
510,96,r
614,218,o
614,218,b
510,134,b
509,178,l
556,104,g
273,117,r
514,143,r
548,115,r
514,140,r
515,106,r
581,225,o
627,140,o
581,225,b
514,141,b
513,183,l
564,108,g
266,117,r
522,151,r
556,116,r
522,148,r
522,108,r
582,233,o
635,141,o
582,233,b
522,149,b
521,184,l
573,108,g
255,115,r
527,155,r
565,115,r
527,152,r
562,112,r
580,242,o
643,142,o
580,242,b
527,153,b
526,180,l
582,109,g
247,114,r
531,159,r
571,114,r
531,156,r
571,114,r
572,249,o
651,142,o
582,249,b
531,157,b
530,179,l
592,109,g
239,112,r
534,160,r
579,114,r
534,157,r
535,109,r
568,244,o
658,141,o
570,245,b
534,158,b
533,178,l
602,108,g
233,112,r
540,168,r
590,111,r
540,165,r
586,107,r
559,224,o
563,233,o
665,140,o
580,252,b
540,166,b
611,108,g
226,112,r
547,176,r
597,110,r
547,173,r
583,103,r
672,139,o
547,174,b
619,106,g
268,213,r
220,114,r
547,170,r
605,108,r
547,167,r
581,103,r
572,219,o
680,138,o
570,219,b
547,168,b
627,105,g
252,211,r
212,112,r
554,181,r
613,107,r
554,178,r
578,102,r
556,217,o
687,138,o
588,280,b
572,215,b
554,179,b
634,104,g
256,210,r
204,112,r
558,185,r
618,106,r
558,182,r
564,99,r
560,217,o
573,213,b
558,183,b
640,103,g
250,209,r
197,111,r
574,212,r
565,192,r
624,105,r
565,189,r
574,101,r
567,217,o
700,135,o
565,190,b
565,172,l
647,103,g
242,206,r
189,110,r
578,212,r
630,104,r
576,208,r
576,100,r
578,216,o
578,230,o
706,133,o
576,209,b
575,171,l
652,102,g
236,205,r
182,110,r
583,209,r
636,104,r
581,195,r
581,100,r
583,212,o
712,131,o
581,196,b
580,170,l
658,101,g
222,202,r
175,108,r
589,207,r
642,103,r
589,207,r
588,100,r
589,212,o
590,239,o
717,130,o
589,209,b
587,170,l
664,101,g
225,198,r
169,106,r
596,207,r
647,102,r
595,194,r
595,98,r
596,210,o
595,204,b
594,169,l
669,99,g
164,106,r
602,206,r
652,102,r
601,195,r
602,98,r
602,209,o
601,196,b
600,169,l
673,98,g
158,104,r
606,204,r
657,101,r
605,199,r
657,101,r
606,206,o
605,201,b
604,168,l
678,97,g
232,199,r
153,104,r
610,203,r
663,100,r
609,199,r
663,100,r
610,203,o
609,200,b
608,161,l
684,97,g
149,104,r
609,196,r
668,100,r
609,193,r
668,100,r
610,96,r
610,202,o
609,194,b
610,96,b
608,159,l
688,96,g
144,104,r
613,197,r
673,99,r
612,193,r
673,99,r
612,95,r
613,201,o
613,199,b
612,95,b
615,158,l
693,95,g
616,199,r
218,194,r
140,102,r
679,98,r
679,98,r
699,94,g
135,103,r
685,98,r
685,98,r
705,94,g
129,103,r
691,97,r
691,97,r
711,92,g
124,105,r
698,96,r
628,93,r
698,96,r
628,92,r
629,200,o
629,200,b
628,92,b
717,92,g
119,104,r
704,95,r
704,95,r
724,90,g
213,229,r
114,105,r
712,94,r
642,91,r
712,94,r
642,90,r
643,229,o
643,229,b
642,90,b
657,166,l
731,89,g
720,94,r
720,94,r
649,90,r
650,230,o
650,230,b
649,90,b
664,166,l
738,90,g
725,94,r
725,94,r
656,90,r
657,231,o
657,231,b
656,90,b
669,167,l
744,90,g
730,94,r
730,94,r
662,90,r
663,231,o
663,231,b
662,90,b
748,90,g
732,96,r
732,96,r
744,90,g
733,95,r
752,91,g
731,96,r
731,96,b
732,96,b
751,91,g
728,97,r
728,97,r
744,90,g
724,98,r
664,91,r
665,235,o
665,235,b
664,91,b
744,93,g
721,99,r
659,92,r
660,236,o
660,236,b
659,92,b
740,94,g
173,253,r
114,108,r
657,93,r
657,93,r
658,236,o
658,236,b
657,93,b
736,95,g
715,101,r
709,94,r
734,95,g
713,101,r
706,94,r
731,95,g
710,101,r
703,94,r
729,96,g
184,253,r
126,108,r
701,94,r
701,94,r
701,94,b
708,102,b
727,96,g
188,252,r
131,107,r
698,94,r
698,94,r
724,96,g
194,252,r
137,107,r
695,93,r
695,93,r
695,93,b
721,95,g
142,106,r
691,93,r
691,93,r
691,93,b
717,98,g
197,256,r
147,106,r
633,93,r
633,93,r
633,223,o
633,223,b
633,93,b
693,100,b
639,174,l
712,101,g
153,106,r
610,189,r
610,94,r
610,186,r
610,94,r
611,204,o
610,187,b
610,94,b
688,100,b
634,174,l
707,103,g
159,106,r
617,196,r
617,94,r
617,193,r
617,94,r
618,204,o
618,203,b
617,94,b
682,101,b
628,174,l
701,104,g
166,106,r
618,226,r
617,94,r
617,221,r
617,94,r
618,204,o
617,204,b
617,94,b
619,173,l
696,99,g
173,107,r
614,242,r
613,189,r
613,94,r
613,186,r
613,94,r
614,204,o
613,187,b
613,94,b
614,171,l
689,99,g
180,108,r
609,182,r
610,93,r
609,179,r
610,93,r
610,203,o
609,180,b
610,93,b
611,169,l
682,99,g
250,204,r
187,109,r
599,175,r
600,94,r
599,175,r
600,94,r
600,206,o
599,177,b
602,94,b
657,102,b
676,101,g
255,206,r
194,110,r
595,176,r
595,91,r
595,176,r
595,91,r
596,209,o
595,177,b
602,91,b
649,103,b
669,101,g
260,208,r
200,111,r
595,176,r
595,95,r
595,176,r
595,95,r
596,212,o
595,177,b
602,95,b
643,104,b
663,102,g
261,209,r
206,112,r
579,176,r
579,84,r
579,176,r
579,84,r
580,213,o
581,253,o
579,176,b
581,253,b
579,84,b
658,103,g
271,210,r
212,112,r
629,98,r
629,97,r
630,241,o
630,241,b
629,97,b
653,103,g
218,113,r
582,214,r
581,176,r
581,99,r
581,176,r
581,99,r
582,216,o
581,176,b
583,252,b
602,99,b
648,104,g
224,114,r
577,175,r
624,110,r
577,101,r
577,175,r
577,101,r
579,217,o
577,176,b
577,101,b
644,104,g
230,114,r
561,175,r
574,103,r
561,175,r
569,103,r
563,218,o
561,176,b
638,106,g
235,114,r
553,172,r
585,104,r
553,169,r
566,104,r
555,218,o
553,170,b
629,107,g
241,114,r
540,162,r
601,115,r
548,70,r
540,159,r
548,70,r
553,220,b
540,160,b
549,70,b
621,108,g
247,114,r
540,156,r
583,107,r
540,153,r
540,107,r
550,218,o
563,222,b
540,154,b
611,113,g
252,114,r
533,149,r
533,108,r
533,146,r
533,108,r
552,222,o
556,222,b
533,150,b
532,182,l
603,111,g
257,114,r
524,142,r
575,119,r
524,142,r
553,110,r
562,244,o
554,227,b
524,143,b
529,185,l
590,112,g
261,115,r
531,142,r
563,111,r
531,139,r
531,111,r
558,236,o
560,242,o
558,235,b
531,140,b
530,189,l
585,114,g
266,116,r
526,135,r
553,110,r
526,132,r
526,110,r
560,245,o
560,245,b
526,133,b
525,188,l
582,114,g
275,117,r
533,142,r
558,112,r
533,138,r
533,112,r
564,258,o
565,258,b
533,150,b
579,114,g
281,118,r
524,128,r
552,111,r
524,125,r
524,111,r
561,254,o
562,254,b
524,126,b
523,188,l
575,113,g
288,118,r
500,121,r
532,111,r
500,118,r
500,111,r
562,244,o
562,244,b
500,119,b
499,187,l
563,118,g
293,120,r
499,112,r
499,112,r
567,236,o
567,236,b
499,112,b
498,187,l
557,118,g
298,120,r
488,111,r
488,111,r
567,229,o
567,217,b
495,111,b
487,187,l
549,116,g
303,121,r
503,121,r
503,111,r
566,210,o
566,210,b
503,119,b
539,116,g
236,234,r
308,121,r
499,111,r
499,111,r
564,206,o
499,111,b
534,116,g
499,111,r
499,111,r
563,207,o
499,111,b
531,115,g
497,111,r
497,111,r
562,207,o
497,111,b
523,115,g
595,201,r
512,119,r
561,202,o
561,201,b
526,112,g
513,120,r
561,203,o
561,200,b
527,112,g
514,119,r
562,201,o
562,200,b
529,112,g
519,111,r
519,111,r
563,207,o
519,122,b
534,115,g
499,110,r
499,110,r
564,205,o
499,110,b
536,116,g
304,122,r
502,110,r
502,110,r
566,207,o
502,118,b
502,110,b
541,116,g
299,121,r
501,88,r
501,88,r
568,220,o
568,215,b
501,88,b
500,183,l
550,116,g
535,117,r
214,191,r
205,108,r
210,188,r
205,107,r
233,237,o
232,227,b
210,187,b
205,107,b
326,171,l
251,120,g
540,117,r
207,185,r
200,106,r
203,182,r
200,106,r
231,243,o
231,243,b
202,180,b
200,106,b
322,172,l
245,119,g
281,120,r
509,121,r
509,107,r
509,121,r
509,107,r
572,236,o
573,236,b
509,122,b
545,107,b
508,182,l
568,118,g
273,119,r
511,121,r
511,107,r
511,121,r
511,107,r
568,243,o
568,243,b
511,122,b
545,107,b
510,184,l
576,111,g
560,113,r
199,178,r
177,102,r
196,174,r
177,99,r
188,174,b
177,99,b
300,169,l
223,118,g
255,114,r
529,134,r
529,104,r
529,131,r
529,104,r
565,239,o
567,244,o
591,271,b
529,132,b
545,104,b
528,182,l
588,113,g
245,113,r
525,122,r
602,96,r
525,96,r
525,119,r
602,96,r
525,96,r
561,226,o
564,232,o
593,270,b
525,120,b
545,96,b
528,182,l
585,108,r
192,170,r
152,95,r
152,76,r
188,166,r
152,95,r
152,73,r
188,166,b
152,95,b
152,73,b
273,164,l
195,115,g
264,206,r
225,107,r
539,149,r
539,70,r
539,146,r
539,70,r
539,147,b
545,70,b
215,105,r
549,166,r
549,70,r
549,163,r
549,70,r
571,217,o
549,164,b
549,70,b
626,107,g
248,201,r
205,103,r
549,160,r
549,73,r
549,157,r
549,73,r
558,213,o
549,158,b
549,73,b
634,106,g
238,197,r
195,101,r
559,171,r
559,93,r
559,168,r
559,93,r
561,212,o
559,169,b
602,93,b
559,93,b
641,106,g
230,193,r
186,98,r
566,176,r
566,93,r
566,176,r
566,93,r
568,212,o
566,176,b
602,93,b
566,93,b
646,104,g
211,228,r
224,189,r
177,97,r
572,175,r
572,94,r
572,175,r
572,94,r
574,212,o
574,222,o
572,176,b
574,222,b
602,94,b
572,94,b
651,104,g
592,203,r
637,101,r
184,162,r
111,94,r
180,158,r
111,94,r
184,209,o
180,158,b
111,93,b
215,157,l
135,109,g
585,201,r
644,100,r
176,154,r
111,93,r
172,150,r
111,93,r
178,209,o
172,150,b
112,93,b
208,158,l
127,110,g
230,199,r
156,95,r
596,176,r
596,91,r
596,176,r
596,91,r
597,208,o
596,177,b
596,91,b
672,101,g
657,100,r
180,224,r
168,146,r
110,92,r
180,224,r
164,142,r
110,92,r
171,209,o
164,142,b
110,92,b
115,108,g
662,99,r
160,138,r
111,92,r
156,134,r
111,92,r
169,209,o
156,134,b
110,92,b
110,108,g
665,98,r
661,91,r
663,231,o
663,231,b
661,91,b
685,99,g
668,96,r
665,90,r
665,90,b
688,99,g
668,96,r
686,92,g
667,96,r
686,92,g
666,96,r
685,91,g
666,96,r
684,92,g
666,95,r
684,92,g
665,96,r
664,88,r
664,88,b
686,99,g
131,115,r
660,89,r
660,89,r
660,89,b
688,99,g
223,180,r
132,119,r
660,91,r
660,91,r
660,91,b
222,193,r
138,121,r
669,110,r
669,110,r
661,95,r
669,110,b
661,95,b
691,99,g
224,180,r
146,123,r
669,118,r
669,118,r
669,118,b
692,105,g
221,178,r
154,127,r
649,223,o
649,223,b
668,125,b
692,115,g
224,185,r
163,136,r
605,175,r
657,129,r
605,83,r
605,172,r
665,129,r
605,83,r
606,183,o
607,215,o
703,176,o
657,153,o
605,173,b
657,130,b
606,83,b
608,118,l
607,183,r
656,136,r
122,91,r
149,76,r
122,91,r
146,76,r
187,181,o
122,91,b
146,76,b
228,119,l
150,153,g
226,189,r
190,159,r
609,143,r
610,92,r
609,143,r
610,92,r
610,156,o
609,143,b
610,92,b
615,109,l
660,150,g
611,152,r
151,123,r
151,92,r
151,120,r
151,92,r
175,192,o
151,120,b
151,92,b
180,171,g
623,157,r
166,147,r
163,147,r
188,193,o
163,147,b
248,198,r
607,169,r
607,166,r
608,203,o
607,175,b
611,177,g
174,149,r
174,93,r
174,146,r
174,90,r
187,194,o
174,146,b
174,90,b
181,155,r
181,94,r
181,152,r
181,91,r
186,194,o
181,152,b
181,91,b
585,163,r
587,213,o
587,217,b
585,163,b
583,162,r
585,210,o
583,163,b
585,210,o
585,211,b
585,206,o
585,206,b
585,204,o
585,205,b
585,202,o
585,203,b
585,203,o
596,208,o
585,203,b
596,208,b
585,202,o
596,208,o
585,200,b
596,208,b
585,201,o
595,208,o
585,201,b
595,208,b
585,204,o
595,209,o
585,201,b
595,209,b
585,201,o
596,206,o
585,201,b
596,206,b
585,202,o
585,202,b
585,203,o
596,211,o
585,203,b
596,211,b
585,203,o
595,212,o
585,203,b
595,212,b
585,204,o
595,213,o
585,204,b
595,213,b
585,204,o
595,216,o
585,204,b
595,216,b
585,205,o
597,217,o
585,205,b
597,217,b
585,205,o
585,205,b
585,204,o
585,204,b
585,205,o
585,205,b
585,207,o
585,207,b
585,208,o
586,209,b
585,207,o
586,209,b
585,208,o
586,209,b
585,207,o
587,209,b
585,205,o
585,206,b
585,205,o
585,206,b
585,204,o
585,205,b
585,203,o
595,214,o
585,203,b
592,213,b
585,203,o
594,213,o
585,203,b
591,213,b
585,202,o
595,213,o
585,203,b
595,213,b
585,202,o
596,213,o
585,203,b
585,202,o
597,214,o
585,203,b
597,214,b
585,204,o
597,215,o
585,204,b
597,215,b
585,205,o
596,215,o
585,206,b
596,215,b
585,207,o
596,215,o
585,207,b
596,215,b
585,207,o
585,209,b
585,208,o
585,210,b
585,210,o
586,211,b
585,211,o
586,213,b
585,211,o
586,214,b
585,211,o
588,214,b
585,211,o
589,215,b
585,211,o
588,215,b
585,212,o
585,213,b
585,212,o
585,214,b
587,217,o
590,220,b
592,220,o
593,220,b
593,220,o
594,220,b
593,220,o
595,220,b
211,174,r
213,191,o
211,174,b
273,193,g
547,153,r
547,87,r
547,150,r
547,87,r
586,216,o
591,217,o
588,217,b
547,151,b
607,87,b
549,87,b
616,109,l
549,150,r
549,85,r
549,147,r
549,85,r
585,212,o
587,213,o
549,148,b
607,85,b
549,85,b
547,143,r
547,86,r
547,140,r
547,86,r
586,213,o
547,141,b
589,211,b
549,86,b
542,136,r
543,87,r
542,133,r
542,87,r
587,213,o
542,134,b
590,211,b
549,87,b
543,131,r
544,90,r
543,128,r
544,90,r
587,209,o
543,129,b
587,210,b
607,90,b
545,90,b
580,111,l
664,217,r
543,125,r
544,91,r
543,122,r
543,91,r
587,206,o
543,123,b
588,211,b
607,91,b
545,91,b
272,112,r
543,93,r
543,93,r
602,203,o
543,120,b
591,210,b
611,93,b
545,93,b
553,150,g
267,100,r
556,124,r
544,92,r
544,92,r
613,200,o
544,137,b
591,207,b
611,92,b
545,92,b
553,144,g
558,118,r
230,190,r
230,92,r
230,187,r
230,92,r
231,210,o
230,187,b
230,92,b
261,138,g
187,155,r
187,84,r
187,152,r
187,84,r
189,202,o
187,152,b
187,95,b
256,135,g
235,193,r
235,108,r
242,81,r
235,190,r
235,105,r
242,81,r
236,210,o
235,190,b
235,105,b
248,131,g
226,183,r
226,101,r
242,78,r
226,179,r
226,98,r
242,78,r
228,210,o
226,179,b
226,98,b
287,135,l
238,134,g
225,175,r
225,87,r
238,72,r
225,172,r
225,84,r
234,71,r
226,212,o
225,172,b
225,84,b
281,140,l
220,168,r
220,80,r
230,68,r
220,165,r
220,77,r
227,68,r
221,212,o
220,165,b
220,77,b
275,142,l
209,161,r
209,73,r
223,65,r
209,161,r
209,73,r
220,65,r
210,195,o
209,161,b
209,73,b
220,65,b
264,149,l
566,72,r
558,162,r
558,68,r
587,162,o
608,214,o
558,162,b
608,214,b
558,69,b
250,208,r
252,55,r
208,161,r
208,73,r
248,54,r
209,195,o
233,169,o
208,161,b
208,73,b
261,156,l
561,68,r
210,161,r
210,73,r
244,51,r
210,161,r
210,73,r
241,51,r
211,196,o
230,165,o
210,161,b
210,73,b
257,156,l
560,66,r
205,161,r
205,74,r
265,49,r
205,161,r
205,74,r
261,48,r
206,195,o
205,161,b
205,73,b
256,157,l
268,49,r
208,161,r
208,73,r
268,49,r
209,195,o
208,160,b
208,73,b
253,158,l
556,68,r
211,161,r
211,74,r
276,51,r
211,158,r
211,74,r
261,50,r
212,196,o
211,158,b
211,73,b
251,158,l
213,161,r
213,74,r
283,54,r
213,157,r
213,71,r
279,53,r
214,195,o
213,157,b
213,71,b
247,160,l
579,162,r
579,162,r
587,199,o
579,163,b
584,162,r
584,162,r
587,202,o
584,163,b
553,159,r
553,62,r
553,156,r
553,59,r
586,204,o
553,157,b
553,70,b
644,128,g
576,52,g
555,156,r
555,62,r
555,153,r
555,58,r
586,205,o
555,154,b
555,70,b
647,129,g
578,53,g
588,162,r
590,206,o
588,162,b
641,130,g
588,162,r
590,206,o
588,162,b
642,132,g
196,153,r
196,70,r
196,153,r
196,70,r
297,203,o
197,192,o
196,153,b
196,70,b
587,162,r
589,203,o
589,203,b
587,162,b
649,148,g
564,82,r
563,162,r
563,81,r
586,203,o
563,162,b
563,81,b
649,141,g
564,82,r
582,202,o
582,202,b
648,143,g
593,82,g
564,82,r
583,201,o
583,201,b
590,180,l
648,142,g
564,82,r
583,201,o
583,201,b
588,179,l
647,142,g
564,82,r
582,200,o
584,200,b
583,175,l
645,140,g
564,82,r
581,200,o
581,200,b
583,173,l
646,140,g
564,82,r
582,200,o
582,200,b
583,173,l
646,139,g
564,82,r
582,200,o
582,200,b
583,175,l
647,139,g
564,82,r
583,200,o
583,200,b
584,173,l
648,140,g
564,82,r
585,200,o
585,200,b
584,176,l
646,141,g
564,82,r
587,200,o
587,200,b
583,179,l
647,141,g
564,82,r
588,200,o
588,200,b
584,180,l
648,142,g
565,82,r
588,200,o
588,200,b
584,180,l
648,143,g
566,82,r
588,200,o
588,200,b
584,182,l
649,143,g
597,82,g
567,82,r
590,200,o
590,200,b
585,182,l
651,144,g
597,82,g
567,82,r
590,201,o
590,201,b
585,182,l
651,144,g
597,82,g
567,82,r
591,201,o
591,201,b
585,183,l
652,144,g
597,82,g
569,82,r
590,201,o
590,201,b
586,183,l
652,145,g
599,82,g
569,82,r
591,201,o
591,201,b
586,183,l
653,146,g
599,82,g
570,82,r
591,201,o
591,201,b
585,183,l
653,144,g
600,82,g
570,82,r
592,201,o
592,201,b
586,183,l
650,144,g
600,82,g
570,82,r
592,201,o
592,201,b
586,182,l
652,143,g
600,82,g
570,82,r
591,201,o
591,201,b
586,182,l
651,143,g
600,82,g
570,82,r
592,201,o
592,201,b
585,181,l
651,144,g
600,82,g
570,82,r
592,201,o
592,201,b
585,183,l
652,144,g
600,82,g
570,82,r
593,201,o
593,201,b
584,182,l
650,144,g
599,82,g
571,82,r
592,201,o
592,201,b
581,180,l
651,144,g
596,82,g
573,82,r
590,201,o
590,201,b
577,179,l
652,145,g
597,82,g
573,82,r
589,201,o
589,201,b
575,171,l
652,147,g
598,82,g
575,82,r
586,201,o
586,201,b
573,169,l
650,147,g
599,82,g
260,68,r
201,153,r
201,68,r
252,67,r
202,198,o
201,162,b
201,68,b
258,163,l
589,70,r
203,162,r
248,63,r
203,62,r
203,162,r
244,62,r
203,62,r
204,198,o
203,163,b
203,62,b
262,158,l
595,66,r
560,161,r
560,65,r
590,201,o
609,216,o
622,167,o
560,161,b
560,70,b
560,162,r
560,62,r
560,162,r
560,61,r
591,166,o
612,216,o
560,162,b
560,70,b
559,126,l
615,160,g
656,209,r
554,149,r
554,56,r
656,209,r
554,146,r
554,56,r
591,170,o
612,212,o
592,115,o
554,147,b
592,115,b
554,70,b
559,127,l
609,57,r
182,148,r
182,58,r
237,46,r
182,145,r
182,58,r
234,46,r
184,193,o
235,163,o
182,145,b
209,195,b
182,58,b
234,46,b
283,131,l
610,57,r
180,141,r
180,43,r
180,138,r
180,43,r
181,193,o
258,168,o
180,138,b
211,195,b
180,43,b
280,123,l
610,52,r
214,154,r
214,40,r
214,151,r
214,40,r
215,209,o
272,167,o
214,151,b
214,40,b
602,47,r
238,194,r
238,108,r
238,36,r
238,191,r
238,105,r
238,36,r
239,210,o
279,160,o
238,191,b
238,105,b
238,37,b
255,76,g
541,52,r
586,42,r
541,52,r
586,42,r
596,179,o
612,205,o
541,111,b
615,205,b
549,70,b
572,58,g
585,37,r
238,188,r
238,102,r
238,28,r
238,185,r
238,99,r
238,28,r
307,148,o
238,185,b
238,99,b
238,29,b
266,64,g
578,35,r
239,194,r
239,91,r
239,28,r
239,182,r
239,88,r
239,28,r
318,145,o
239,182,b
239,88,b
239,28,b
273,61,g
571,33,r
242,194,r
242,108,r
242,26,r
242,191,r
242,105,r
242,26,r
330,142,o
242,191,b
242,105,b
242,26,b
277,57,g
566,28,r
247,108,r
247,23,r
247,105,r
247,23,r
337,139,o
247,194,b
247,105,b
247,23,b
285,55,g
561,25,r
247,102,r
257,22,r
247,92,r
257,22,r
344,137,o
247,92,b
292,53,g
264,22,r
166,134,r
166,58,r
257,22,r
170,183,o
166,134,b
166,58,b
299,53,g
643,175,r
550,30,r
219,161,r
219,61,r
257,22,r
219,158,r
219,58,r
257,22,r
353,135,o
219,158,b
219,58,b
304,52,g
274,22,r
221,158,r
221,58,r
257,22,r
357,134,o
221,161,b
221,58,b
310,51,g
279,23,r
224,168,r
224,62,r
257,23,r
359,135,o
224,168,b
224,62,b
313,51,g
282,23,r
225,165,r
225,59,r
257,23,r
225,166,b
225,59,b
317,51,g
285,24,r
227,172,r
227,64,r
257,24,r
227,173,b
227,64,b
319,52,g
286,26,r
196,147,r
196,54,r
257,26,r
197,183,o
196,147,b
196,54,b
321,54,g
286,26,r
197,165,o
197,170,b
322,55,g
286,27,r
197,166,o
197,169,b
323,56,g
286,27,r
197,169,o
197,171,b
324,56,g
286,27,r
197,169,o
197,171,b
324,56,g
286,27,r
197,169,o
197,171,b
324,55,g
287,27,r
197,169,o
197,171,b
324,55,g
287,26,r
197,168,o
197,170,b
323,54,g
287,26,r
197,168,o
197,170,b
323,52,g
287,26,r
197,168,o
197,170,b
323,52,g
287,26,r
197,168,o
197,170,b
323,51,g
287,26,r
197,169,o
197,170,b
323,52,g
287,26,r
197,169,o
197,170,b
323,52,g
287,26,r
197,164,o
197,165,b
323,53,g
288,26,r
197,171,o
197,170,b
323,53,g
287,26,r
197,171,o
197,171,b
322,53,g
287,26,r
197,171,o
197,169,b
322,53,g
287,26,r
197,171,o
197,170,b
322,53,g
288,26,r
197,172,o
197,171,b
322,54,g
288,26,r
197,172,o
197,172,b
322,54,g
288,26,r
197,172,o
197,171,b
322,55,g
288,26,r
197,172,o
197,172,b
322,56,g
288,26,r
197,172,o
197,172,b
323,56,g
290,27,r
197,172,o
197,172,b
323,57,g
290,27,r
197,172,o
197,172,b
323,58,g
290,27,r
197,172,o
197,172,b
323,58,g
289,27,r
197,172,o
197,172,b
324,58,g
291,27,r
197,172,o
197,172,b
324,59,g
291,27,r
197,171,o
197,171,b
324,59,g
290,27,r
197,171,o
197,171,b
324,59,g
290,27,r
197,171,o
197,171,b
323,59,g
290,27,r
197,171,o
197,172,b
323,60,g
290,27,r
197,170,o
197,172,b
323,60,g
290,27,r
197,170,o
197,172,b
323,60,g
290,27,r
197,171,o
197,172,b
323,59,g
290,27,r
197,170,o
197,172,b
323,58,g
295,27,r
197,171,o
197,171,b
325,59,g
299,28,r
197,172,o
197,172,b
